Date,ConsumerPriceIndex,Production: Southern: Palm Oil: Crude,Motor Vehicle Production: Passenger Car: 2001 to 2500 cc,Motor Vehicle Production: Passenger Car: Total,Motor Vehicle Production: Passenger Car: Less than 1500 cc,Motor Vehicle Production: Passenger Car: 1501 to 1800 cc,Motor Vehicle Production: Passenger Car: 1801 to 2000 cc,Motor Vehicle Production: Passenger Car: 2000 cc and Above,"Motor Vehicle Production: Total, excludes Motorcycle",Motor Vehicle Production: Truck: 10 Tons and Above,Motor Vehicle Production: Truck: 5 to 10 Tons,Motor Vehicle Production: Truck: Less Than 5 Tons,Motor Vehicle Production: Truck: Pick Up: Above 1 Ton,Motor Vehicle Production: Truck: Total,Govt Revenue: Gross: Customs Dept: Others,Govt Revenue: Gross: Excise Dept: Others Tax (OT),Govt Revenue: Gross: Excise Dept: OT: Perfume,Govt Revenue: Gross: Excise Dept: Miscellaneous,Govt Revenue: Gross: Customs Dept: Import Duties,Govt Revenue: Gross: Customs Dept: Export Duties,Govt Revenue: Gross: Total,Govt Revenue: Gross: Revenue Dept,Govt Revenue: Gross: Excise Dept,Govt Revenue: Gross: Customs Dept,Govt Revenue: Gross: Other Sections (OS),Govt Revenue: Gross: OS: Other Government Sections,Govt Revenue: Gross: OS: State Enterprises,Govt Revenue: Gross: Revenue Dept: Personal Income Tax,Govt Revenue: Gross: Revenue Dept: Corporate Income Tax,Govt Revenue: Gross: Revenue Dept: Value Added Tax,Govt Revenue: Gross: Revenue Dept: Specific Sale Tax,Govt Revenue: Gross: Revenue Dept: Stamp Duties,Govt Revenue: Gross: Revenue Dept: Others,Govt Revenue: Gross: Excise Dept: Tobacco Tax,Govt Revenue: Gross: Excise Dept: Petroleum & Pet Production Tax,Govt Revenue: Gross: Excise Dept: Beer Tax,Govt Revenue: Gross: Excise Dept: Alcoholic Tax,Govt Revenue: Gross: Excise Dept: Non Alcoholic Tax,Govt Revenue: Gross: Excise Dept: Automobile Tax,Govt Revenue: Net,Govt Revenue: Net Revenue after VAT Allocation for Local Admin Org,No of New Applicants: Male,No of New Applicants: Female,No of New Applicants: Bangkok,No of New Applicants: Other Regions,No of Job Vacancies: Female,No of Job Vacancies: Non-Specific,No of Job Vacancies: Bangkok,No of Job Vacancies: Other Regions,No of Job Vacancies: Male,No of Job Placement: Bangkok,No of Job Placement: Other Regions,No of Aliens Work Permit: Life Long Permit,No of Aliens Work Permit: Investment Promotion,No of Aliens Work Permit: Temporary,No of Aliens Work Permit: Illegal Immigrant,No of Aliens Work Permit: Bangkok: Investment Promotion,No of Aliens Work Permit: Bangkok: Temporary,No of Aliens Work Permit: Bangkok: Illegal Immigrant,No of Aliens Work Permit: Other Regions: Life Long Permit,No of Aliens Work Permit: Other Regions: Investment Promotion,No of Aliens Work Permit: Other Regions: Temporary,No of Aliens Work Permit: Other Regions: Illegal Immigrant,BOT: No of Registered Applicants,BOT: No of Job Vacancies,BOT: No of Job Placements,BOT: No of Overseas Thai Worker: Others,BOT: No of Overseas Thai Worker: Israel,BOT: No of Overseas Thai Worker: Japan,BOT: No of Overseas Thai Worker: Malaysia,BOT: No of Overseas Thai Worker: Singapore,BOT: No of Overseas Thai Worker: Taiwan,BOT: Inward Remittances,Motor Vehicle Sales: TMT: Passenger Car,Motor Vehicle Sales: TMT: Commercial Vehicle (CV),Motor Vehicle Sales: TMT: CV: One Ton Pickup,"CPI: FB: CH: Rice, Flour & Cereal (RF)",CPI: FB: CH: Meats Poultry & Fish (MF),CPI: FB: CH: Eggs and Dairy Products,CPI: FB: CH: Vegetables and Fruits,CPI: FB: CH: Seasoning and Condiments (SC),CPI: FB: CH: Non Alcoholic Beverages,CPI: FB: Prepared Food,CPI: Apparel & Footwears (CF),CPI: Housing & Furnishing (HF),CPI: HF: Shelter,CPI: HF: Shelter: House Rent,"CPI: HF: Electricity, Fuel, Water Supply",CPI: HF: Textile of House Furnishing,CPI: HF: Cleaning Supplies,CPI: Medical & Personal Care (HP),CPI: HP: Medical Care,CPI: HP: Personal Care Expenses,CPI: Transport & Communication (TC),CPI: TC: Public Transportation Services,CPI: TC: Vehicles & Vehicle Operation,CPI: TC: Communication and Equipments,"CPI: Recreation, Reading, Education and Religion (RR)",CPI: Tobacco & Alcoholic Beverages (TA),CPI: Non Food & Beverages (NFB),CPI: NFB: Exclude Food and Energy,CPI: NFB: Food Exclude Raw Food
04/1997,60.70,38105.40,523.00,13738.00,9154.00,3407.00,654.00,523.00,41885.00,1631.00,1347.00,130.00,24507.00,27925.00,139.40,22.55,7.99,7.50,8595.10,0.60,69183.65,36072.40,15732.55,8735.10,8643.60,2125.80,6517.80,9642.80,7203.10,15979.20,2839.00,359.50,26.10,2728.40,5405.00,1904.20,1650.20,714.60,3087.70,64376.65,64376.65,5624.00,7266.00,3038.00,9852.00,14564.00,11347.00,4936.00,36149.00,15174.00,2828.00,6322.00,121521.00,9383.00,45766.00,182890.00,664.00,35300.00,761.00,37039.00,8719.00,10466.00,182129.00,12890.00,41085.00,9150.00,3251.00,1869.00,705.00,302.00,1688.00,8120.00,2610.00,14539.00,25416.00,21044.00,44,46,57,22,54,67,58,86,83,93,95,59,83,74,72,74,68,61,54,51,104,90,39,73,79,58
05/1997,60.80,34912.80,792.00,14092.00,10133.00,2579.00,588.00,792.00,41644.00,1204.00,1511.00,104.00,24198.00,27240.00,122.60,15.15,7.76,8.90,8111.80,0.70,121155.55,87183.80,15095.85,8235.10,10640.80,3706.80,6934.00,9382.10,59110.90,15190.70,2704.70,353.00,34.10,2666.10,5611.40,1766.10,1646.60,661.80,2539.40,116710.95,116710.95,6976.00,7870.00,3579.00,11267.00,11542.00,14633.00,5006.00,34089.00,12920.00,3348.00,6819.00,121521.00,7324.00,45929.00,181365.00,660.00,35505.00,762.00,37039.00,6664.00,10424.00,180603.00,14846.00,39095.00,10167.00,3846.00,1309.00,841.00,887.00,2049.00,8334.00,2792.00,15135.00,25825.00,21658.00,45,46,57,21,54,66,58,87,83,93,95,59,83,74,71,74,67,61,55,50,104,92,39,73,80,58
06/1997,61.00,34187.60,907.00,11939.00,7899.00,2570.00,563.00,907.00,37732.00,890.00,1294.00,116.00,23002.00,25536.00,107.70,16.90,8.16,7.90,7897.90,0.80,67813.50,37199.80,14677.10,8006.40,7930.20,2725.00,5205.20,8742.90,6382.50,15193.30,2850.70,391.30,21.00,2454.30,5228.70,1737.70,1819.60,688.50,2515.40,61682.10,61682.10,8761.00,10345.00,6112.00,12994.00,29354.00,16596.00,8231.00,52561.00,14842.00,5068.00,7565.00,120848.00,9066.00,46452.00,189778.00,153.00,35827.00,791.00,36366.00,8913.00,10625.00,188987.00,19106.00,60792.00,12633.00,3327.00,880.00,922.00,1031.00,1160.00,8166.00,2474.00,14335.00,22168.00,18304.00,46,47,57,20,54,69,58,87,84,93,95,59,84,73,72,74,67,61,55,50,104,93,39,73,80,59
07/1997,61.10,39586.10,876.00,9552.00,5032.00,2848.00,796.00,876.00,35747.00,781.00,943.00,92.00,23629.00,25927.00,155.00,20.19,9.05,7.20,8069.80,0.90,64265.29,36535.90,14313.89,8225.70,5189.80,2610.20,2579.60,10060.10,6742.60,15964.30,3080.80,376.70,170.50,2532.40,5617.90,1584.60,1611.60,734.90,1993.40,57775.29,57775.29,6854.00,7132.00,3779.00,10207.00,13758.00,16666.00,4616.00,38606.00,12798.00,3865.00,5580.00,119632.00,19746.00,47025.00,181942.00,10920.00,36578.00,85.00,35150.00,8826.00,10447.00,181857.00,13986.00,43222.00,9445.00,2351.00,1152.00,756.00,687.00,1233.00,8312.00,2976.00,10812.00,18428.00,14998.00,48,47,58,21,54,69,59,87,84,93,95,59,84,73,72,74,67,61,55,50,104,93,39,73,80,59
08/1997,61.50,41727.50,703.00,6977.00,4642.00,1308.00,324.00,703.00,21293.00,283.00,414.00,109.00,12915.00,14114.00,129.10,17.75,9.62,6.80,7671.00,0.80,78888.35,51617.90,14563.55,7800.90,4906.00,3270.60,1635.40,8330.30,22227.60,17549.60,3083.50,386.00,23.50,2703.50,5278.60,1994.60,1740.40,563.20,2030.90,72517.85,72517.85,7262.00,7280.00,4097.00,10445.00,25589.00,15354.00,4313.00,46265.00,9635.00,4015.00,6256.00,119632.00,19586.00,45166.00,136614.00,10888.00,36462.00,91.00,35150.00,8698.00,8704.00,136523.00,14542.00,50578.00,10271.00,2813.00,1216.00,730.00,417.00,1205.00,8909.00,2937.00,13411.00,17455.00,13987.00,53,47,59,25,54,70,60,87,84,93,95,60,84,71,72,75,68,63,55,52,104,94,41,74,81,60
09/1997,63.10,52231.40,566.00,5965.00,3014.00,1774.00,611.00,566.00,19900.00,183.00,204.00,145.00,13219.00,13872.00,215.70,20.96,9.89,6.30,7575.10,1.10,89003.06,59360.30,14599.06,7791.90,7251.80,3989.20,3262.60,8714.80,25409.00,21799.20,2885.40,404.10,21.00,2386.60,5964.40,1967.70,1617.30,512.50,1909.80,84196.16,84196.16,7275.00,6887.00,4110.00,10052.00,24797.00,14014.00,4933.00,42827.00,8949.00,4083.00,4647.00,30762.00,19792.00,47569.00,159726.00,10861.00,36893.00,105.00,24002.00,8931.00,10676.00,159621.00,14162.00,47760.00,8730.00,2958.00,1255.00,810.00,290.00,1473.00,9907.00,3187.00,5013.00,9123.00,7293.00,54,47,60,23,54,70,60,89,84,94,96,60,84,71,73,75,68,63,55,53,104,94,42,75,81,60
10/1997,63.40,53066.30,305.00,4674.00,2574.00,1447.00,348.00,305.00,16171.00,234.00,111.00,23.00,10756.00,11382.00,122.50,20.30,10.70,11.70,7086.30,1.20,60597.00,39029.90,11833.40,7210.00,2523.70,2070.60,453.10,7998.00,6589.90,20873.80,3230.40,295.40,22.60,2328.80,4885.60,1221.80,1672.70,545.20,961.10,56197.90,56197.90,7584.00,7620.00,4380.00,10824.00,9583.00,16609.00,7419.00,30224.00,11451.00,3712.00,5389.00,30762.00,19521.00,48146.00,144943.00,10835.00,37856.00,110.00,24002.00,8686.00,10290.00,144833.00,15204.00,37643.00,9101.00,2564.00,839.00,934.00,355.00,1960.00,9889.00,4633.00,4581.00,8195.00,6554.00,54,47,60,22,55,70,61,90,85,94,96,63,86,73,73,75,69,64,55,55,104,94,44,76,82,61
11/1997,64.00,44879.30,572.00,2291.00,979.00,611.00,129.00,572.00,7696.00,7.00,243.00,92.33,4973.00,5320.00,63.40,31.30,10.40,18.40,6293.50,1.10,60286.60,38339.50,11433.50,6358.00,4155.60,3840.60,315.00,8436.60,7121.80,19389.70,3109.90,246.30,17.40,1678.70,4699.10,1750.60,1708.50,596.40,798.70,53940.60,53940.60,8170.00,7289.00,4141.00,11318.00,19054.00,15908.00,8247.00,36988.00,10273.00,3351.00,6299.00,24002.00,18894.00,45501.00,206014.00,10833.00,35089.00,132.00,24002.00,8061.00,10412.00,205882.00,15459.00,45235.00,9650.00,2867.00,1156.00,1049.00,263.00,1143.00,9589.00,3842.00,7668.33,11591.00,6587.00,55,47,61,20,56,71,62,91,87,95,96,67,88,75,74,76,70,65,56,56,104,95,46,77,83,62
12/1997,64.40,32435.60,424.00,1263.00,164.00,226.00,449.00,424.00,5996.00,30.00,83.00,86.78,4319.00,4669.00,923.50,46.00,8.10,27.60,6397.10,3.20,67097.50,37523.60,13603.60,7323.80,8646.50,3234.70,5411.80,8682.40,5378.90,20382.40,2763.90,284.50,19.10,2583.30,5284.10,2358.90,1853.20,621.00,704.80,60897.20,60897.20,7767.00,7019.00,3513.00,11273.00,16932.00,15199.00,6464.00,61400.00,35733.00,3147.00,5374.00,15291.00,18611.00,42162.00,88811.00,10698.00,35147.00,150.00,15291.00,7913.00,7015.00,88661.00,14786.00,67864.00,8521.00,2807.00,677.00,804.00,3040.00,1169.00,7036.00,4729.00,5603.00,9567.00,7969.00,55,46,61,20,56,71,62,91,87,95,96,67,89,74,74,77,70,66,56,56,104,95,46,77,83,62
01/1998,64.40,28860.40,390.00,2119.00,548.00,1069.00,112.00,390.00,8096.00,36.00,91.00,123.00,5462.00,5895.00,101.30,46.50,9.00,17.10,5715.20,0.70,75934.10,47026.00,13300.90,5817.20,9790.00,3592.70,6197.30,12688.80,6301.20,21552.50,3899.80,250.00,20.50,2797.50,5236.40,2036.10,1705.60,653.40,654.70,72824.50,72824.50,9539.00,10066.00,4657.00,14948.00,20539.00,14722.00,6155.00,38974.00,9868.00,3627.00,6315.00,14384.00,18282.00,44619.00,84642.00,11437.00,35368.00,147.00,14384.00,6845.00,9251.00,84495.00,19800.00,45441.00,10043.00,3477.00,871.00,902.00,352.00,1173.00,5845.00,5436.00,3241.00,7813.00,6398.00,58,47,61,21,57,72,62,92,87,95,96,67,89,76,75,78,71,66,57,57,104,96,46,78,84,63
02/1998,65.20,29934.00,321.00,1479.00,385.00,616.00,157.00,321.00,7981.00,87.00,20.00,22.00,6255.00,6417.00,301.00,43.20,7.20,9.70,5518.20,1.10,67600.80,39673.70,12760.40,5820.30,9346.40,4555.80,4790.60,9612.50,6090.00,19249.30,2956.30,227.20,16.30,2777.20,4761.10,1889.10,1911.00,634.10,600.30,62211.90,62211.90,12120.00,12416.00,4413.00,20123.00,16509.00,17192.00,5834.00,42206.00,14339.00,3883.00,8524.00,14748.00,19659.00,44744.00,86274.00,11570.00,34595.00,132.00,14748.00,8089.00,10149.00,86142.00,25385.00,49896.00,12741.00,3666.00,450.00,903.00,838.00,1756.00,13109.00,4201.00,3698.00,8447.00,7049.00,62,47,61,21,58,72,63,92,87,95,96,67,90,77,76,78,72,67,57,57,104,96,46,78,84,63
03/1998,65.80,34195.90,435.00,1789.00,524.00,745.00,85.00,435.00,9997.00,125.00,64.67,77.26,7696.00,8010.00,90.00,54.00,14.50,8.20,5785.20,1.80,68947.90,42936.60,13377.80,5877.00,6756.50,2629.90,4126.60,14193.20,5165.00,20474.60,2824.20,231.80,19.80,1992.90,5902.40,2395.10,1604.10,558.80,659.50,62476.70,62476.70,8526.00,10277.00,4750.00,14053.00,10880.00,14687.00,6762.00,31372.00,12567.00,4386.00,6208.00,12600.00,18948.00,44656.00,65023.00,11671.00,34614.00,137.00,12600.00,7277.00,10042.00,64886.00,18806.00,38134.00,10594.00,2965.00,1074.00,719.00,223.00,1440.00,6738.00,4270.00,4662.00,10035.00,8478.00,63,48,62,23,59,72,63,93,88,95,96,67,90,78,77,78,73,67,60,56,104,97,47,78,85,63
04/1998,66.30,28820.00,286.00,1939.00,575.00,964.00,114.00,286.00,10588.00,87.00,8.00,1.00,8314.00,8516.00,5.80,47.40,9.60,9.60,5119.60,1.60,69163.90,40018.50,14226.90,5127.00,9791.50,4009.20,5782.30,10326.40,6362.60,20027.40,3026.50,217.90,28.10,2751.80,6027.70,2276.10,1612.40,741.30,547.30,64613.80,64613.80,9840.00,11086.00,4037.00,16889.00,10935.00,12725.00,4632.00,31295.00,12267.00,3519.00,7454.00,15427.00,20814.00,43152.00,67683.00,11750.00,34582.00,144.00,15427.00,9064.00,8570.00,67539.00,20926.00,35927.00,10973.00,3643.00,1340.00,967.00,145.00,1723.00,8934.00,3928.00,4271.00,6728.00,5358.00,62,48,63,24,59,72,63,93,88,95,96,70,90,79,77,78,74,67,62,56,113,97,48,79,86,63
05/1998,66.80,30570.20,533.00,2910.00,862.00,1305.00,210.00,533.00,13136.00,85.00,12.00,1.00,9709.00,10001.00,39.70,36.40,6.30,7.50,4719.40,1.40,77956.60,49134.10,13747.00,4760.50,10315.00,4552.40,5762.60,10051.80,18414.40,17708.50,2685.50,221.80,37.50,2513.80,6181.50,1783.20,1608.40,701.50,715.00,72027.10,72027.10,14433.00,14421.00,5810.00,23044.00,12440.00,15970.00,5566.00,41544.00,18700.00,4955.00,8512.00,11056.00,19662.00,42970.00,52517.00,11776.00,34509.00,154.00,11056.00,7886.00,8461.00,52363.00,28854.00,47110.00,13467.00,3241.00,554.00,1008.00,122.00,2465.00,7134.00,3688.00,3766.00,6975.00,5544.00,62,48,65,25,59,72,63,94,89,95,96,70,91,79,78,78,75,68,62,56,113,97,48,79,86,63
06/1998,67.20,32370.70,487.00,3552.00,1870.00,1052.00,143.00,487.00,13638.00,126.00,28.00,10.00,9434.00,9761.00,187.20,38.50,8.20,8.30,5495.60,1.20,75637.60,48396.10,13447.20,5684.00,8110.30,2872.60,5237.70,9120.00,16041.70,18759.30,2671.30,245.60,22.50,2209.50,6196.50,1982.70,1692.00,494.50,632.90,68408.80,68408.80,15222.00,14150.00,7339.00,22033.00,10706.00,18212.00,5701.00,44210.00,20993.00,5788.00,10800.00,15350.00,19448.00,42506.00,63183.00,11249.00,34504.00,89.00,15350.00,8199.00,8002.00,63094.00,29372.00,49911.00,16588.00,3256.00,977.00,948.00,279.00,1326.00,9149.00,4485.00,4248.00,6393.00,4948.00,61,49,69,25,59,75,63,94,89,95,96,71,91,78,78,78,77,68,63,56,113,98,50,80,86,64
07/1998,67.50,38777.10,456.00,3130.00,1453.00,976.00,245.00,456.00,14107.00,98.00,37.00,4.00,10624.00,10764.00,76.60,36.80,5.90,7.00,5294.00,1.60,60799.30,38291.80,12739.10,5372.20,4396.20,4077.00,319.20,10999.40,5650.60,18202.10,3065.20,238.70,22.50,2358.00,5364.10,1825.50,1608.00,508.60,864.70,53226.10,53226.10,12977.00,10399.00,5453.00,17923.00,9240.00,17128.00,4577.00,35058.00,13267.00,4528.00,7038.00,11830.00,20139.00,44971.00,55743.00,11845.00,34470.00,198.00,11830.00,8294.00,10501.00,55545.00,23376.00,39635.00,11566.00,2457.00,1116.00,945.00,237.00,1207.00,9230.00,4070.00,2728.00,6823.00,5530.00,61,49,69,25,59,75,63,95,89,96,96,71,91,80,79,78,77,68,63,56,113,98,50,80,87,64
08/1998,67.60,40438.70,466.00,3019.00,1501.00,889.00,163.00,466.00,16072.00,48.00,46.00,100.00,12525.00,12756.00,58.60,39.90,6.80,6.80,4809.10,0.90,64148.20,42118.90,12494.40,4868.60,4666.30,3480.70,1185.60,10264.20,11125.30,17933.60,2532.80,227.30,18.80,2095.20,5676.70,1775.80,1615.80,496.30,651.10,47930.60,47930.60,12739.00,11316.00,6891.00,17164.00,6269.00,29098.00,5143.00,45267.00,15043.00,5452.00,8290.00,12761.00,18261.00,41170.00,50739.00,11850.00,34600.00,204.00,12761.00,6411.00,6570.00,50535.00,24455.00,50410.00,13742.00,2186.00,699.00,868.00,184.00,1071.00,8009.00,4290.00,2941.00,6841.00,5405.00,60,49,69,25,59,78,64,95,89,95,96,73,91,80,79,79,78,68,63,56,113,98,50,80,87,64
09/1998,67.90,30172.30,251.00,2142.00,973.00,678.00,240.00,251.00,15695.00,90.67,79.00,40.00,12993.00,13323.00,243.50,41.10,6.50,6.70,4875.20,0.90,67510.80,36477.50,12599.00,5119.60,13314.70,3601.60,9713.10,10571.70,5238.70,17834.40,2475.30,305.30,17.60,2472.90,5157.70,1895.80,1665.60,472.00,766.80,58706.00,58706.00,16197.00,15412.00,6124.00,25485.00,14898.00,14347.00,5195.00,35035.00,10985.00,4735.00,10758.00,16824.00,23258.00,46749.00,75861.00,11837.00,34928.00,242.00,16824.00,11421.00,11821.00,75619.00,19285.00,23615.00,10368.00,2324.00,933.00,964.00,130.00,1225.00,10500.00,3693.00,3164.00,7229.00,6916.00,60,49,69,25,59,78,64,95,90,95,96,74,91,80,80,79,78,67,63,55,113,98,50,80,87,64
10/1998,67.70,24879.70,638.00,3119.00,1479.00,848.00,154.00,638.00,16947.00,11.00,31.00,1.00,13289.00,13612.00,108.00,35.50,8.70,14.30,4586.70,1.00,56618.50,36152.40,12931.50,4695.70,2838.90,2471.50,367.40,10029.50,5762.90,17760.70,2287.20,246.30,18.40,2497.00,5188.70,2216.20,1752.30,487.70,634.30,47888.50,47888.50,9276.00,8392.00,4448.00,13220.00,8622.00,11322.00,5202.00,22929.00,8187.00,3901.00,5874.00,15738.00,20463.00,45110.00,70857.00,11855.00,35015.00,254.00,15738.00,8608.00,10095.00,70603.00,17668.00,28131.00,9775.00,2099.00,687.00,931.00,1715.00,1088.00,9778.00,3948.00,3269.00,9536.00,8155.00,59,49,69,23,60,79,64,95,90,95,96,74,91,79,80,79,79,67,63,55,113,98,50,80,87,64
11/1998,67.60,23085.20,787.00,3515.00,1793.00,676.00,259.00,787.00,17409.00,33.00,79.00,2.00,13165.00,13571.00,37.00,43.30,7.00,19.40,5045.20,1.10,72345.40,36119.50,12761.70,5083.30,18380.90,18036.50,344.40,9889.40,5496.60,18319.00,2134.80,208.20,20.70,1931.70,5404.40,2210.60,1795.20,501.40,736.80,62499.20,62499.20,9387.00,8284.00,4574.00,13097.00,9655.00,11926.00,5554.00,23955.00,7928.00,4167.00,5885.00,19851.00,21324.00,43840.00,60774.00,11872.00,35134.00,249.00,12544.00,9452.00,8706.00,60525.00,17671.00,29513.00,10052.00,5741.00,860.00,1014.00,1842.00,1321.00,10323.00,3399.00,3834.00,9535.00,8376.00,57,49,69,23,61,79,64,95,90,95,96,75,91,78,80,79,79,67,63,54,113,98,50,80,87,64
12/1998,67.30,18033.80,856.00,3295.00,1130.00,1037.00,272.00,856.00,14464.00,12.00,69.00,24.00,10520.00,10910.00,33.90,44.90,7.70,27.20,5071.70,1.20,61933.40,34646.20,13758.90,5106.80,8421.50,6362.10,2059.40,9342.80,4704.80,18328.20,2000.60,248.30,15.60,2123.20,5307.60,2756.10,1877.30,534.20,968.60,53581.00,53581.00,8587.00,8624.00,3742.00,13469.00,11595.00,12437.00,4504.00,27542.00,8014.00,3308.00,6224.00,21305.00,21757.00,47726.00,24816.00,11748.00,35211.00,254.00,13998.00,10009.00,12515.00,24562.00,17574.00,32655.00,9565.00,2318.00,1083.00,621.00,2964.00,1274.00,8079.00,4131.00,6478.00,11410.00,10077.00,56,50,68,23,62,79,64,95,89,95,96,74,91,77,80,79,79,66,63,53,113,98,50,80,87,65
01/1999,67.20,17858.30,370.00,2870.00,1270.00,770.00,219.00,611.00,17118.00,37.00,82.00,9.00,13673.00,14004.00,112.00,37.90,7.00,19.80,4699.00,1.40,59906.20,38620.40,12967.00,4812.40,3506.40,3061.00,445.40,12074.40,4876.20,19138.50,2261.30,230.50,28.50,2277.70,5406.50,1680.00,1760.20,553.10,1090.30,54011.20,54011.20,13101.00,12792.00,4931.00,20962.00,13001.00,11077.00,4786.00,28269.00,8977.00,3891.00,8890.00,23336.00,21125.00,48144.00,55671.00,11305.00,35197.00,249.75,16029.00,9820.00,12947.00,55671.00,25893.00,33055.00,12781.00,2438.00,979.00,617.00,264.00,1684.00,8596.00,3926.00,2077.00,7631.00,6328.00,55,50,67,22,62,79,64,95,90,96,96,74,92,76,80,79,79,66,63,54,113,98,50,80,88,65
02/1999,67.30,24769.00,521.00,3434.00,1450.00,931.00,314.00,739.00,20450.00,54.00,118.00,48.00,15957.00,16708.00,81.20,47.50,7.30,10.90,4912.20,1.40,73389.90,50519.90,12984.10,4994.80,4891.10,3987.30,903.80,8390.30,18900.50,19115.60,1797.00,194.60,18.30,1960.20,5028.30,2072.70,2169.30,632.70,932.70,66177.70,66177.70,11472.00,11937.00,5885.00,17524.00,9668.00,13094.00,5663.00,24359.00,7260.00,4096.00,7949.00,21386.00,21164.00,46039.00,52632.00,11330.00,35288.00,251.69,14079.00,9834.00,10751.00,52632.00,23409.00,30022.00,12045.00,1917.00,717.00,539.00,163.00,1640.00,10338.00,3318.00,3317.00,9079.00,7835.00,54,50,67,23,63,79,64,95,90,96,96,74,92,76,80,80,79,66,63,54,113,98,50,80,88,65
03/1999,67.40,44127.30,518.00,4923.00,2055.00,1720.00,507.00,641.00,21812.00,70.00,144.00,27.00,16143.00,16604.00,94.00,40.50,6.80,8.80,6053.30,3.30,65044.70,38857.20,14748.10,6150.60,5288.80,2366.80,2922.00,12657.80,4811.00,19597.10,1531.00,233.50,19.50,2496.20,6198.50,2308.50,1943.80,691.20,887.80,59496.70,59496.70,14361.00,17836.00,6030.00,26167.00,9012.00,12202.00,5259.00,23580.00,7625.00,4318.00,10032.00,22953.00,20208.00,47895.00,50859.00,11413.00,34978.00,251.11,15646.00,8795.00,12917.00,50859.00,31691.00,28766.00,14339.00,2247.00,866.00,549.00,249.00,2405.00,11508.00,3546.00,3992.00,10138.00,8895.00,53,50,67,22,63,78,64,96,90,96,96,74,92,76,81,80,79,66,63,54,113,98,50,80,88,65
04/1999,67.20,58441.30,563.00,4115.00,1521.00,1352.00,457.00,785.00,20163.00,74.00,93.00,55.00,15542.00,15847.00,192.50,39.20,7.50,6.50,5682.70,4.00,57596.00,33850.10,14676.20,5879.20,3190.50,2647.00,543.50,8190.00,6454.30,17314.20,1649.90,193.20,31.30,2535.40,6167.90,2306.90,1722.30,613.20,1079.10,50671.40,50671.40,11144.00,13341.00,5127.00,19358.00,8565.00,15560.00,5777.00,26658.00,8310.00,3703.00,7047.00,21962.00,21734.00,47786.00,49505.00,11781.00,34758.00,713.00,14655.00,9953.00,13028.00,48792.00,24485.00,32435.00,11239.00,2222.00,964.00,510.00,176.00,2134.00,9319.00,3229.00,4570.00,9465.00,8381.00,52,51,66,22,62,77,64,95,89,96,96,72,92,75,80,80,78,67,63,54,110,98,50,80,87,65
05/1999,67.20,71816.10,836.00,5286.00,1800.00,2287.00,178.00,1021.00,25393.00,138.00,61.00,112.00,19233.00,19622.00,24.30,36.20,6.10,6.60,5298.90,3.40,68941.20,44664.00,12835.60,5326.60,6115.00,1093.50,5021.50,7398.70,22339.60,13175.30,1491.10,209.50,29.80,2203.50,5135.40,1657.90,2011.70,494.70,1112.00,63619.30,63619.30,15916.00,16624.00,6768.00,25772.00,11870.00,14612.00,7074.00,29363.00,9955.00,4339.00,9034.00,21633.00,21844.00,45321.00,51566.00,11810.00,34711.00,727.00,14326.00,10034.00,10610.00,50839.00,32540.00,36437.00,13788.00,2337.00,1434.00,430.00,211.00,2366.00,9427.00,3281.00,4858.00,10482.00,9069.00,50,51,66,21,61,77,64,95,88,96,96,68,92,75,80,80,78,67,63,55,110,97,50,79,87,65
06/1999,66.80,73313.00,988.00,6317.00,2075.00,2762.00,231.00,1249.00,28352.00,62.00,115.00,98.00,21008.00,21563.00,67.20,36.00,8.00,9.90,6552.90,5.10,80335.70,46566.80,13946.40,6625.20,13197.30,2594.10,10603.20,6543.00,15269.80,14288.20,1436.80,268.00,18.90,2139.60,5714.60,1855.10,2127.30,443.10,1458.20,72312.70,72312.70,14643.00,13724.00,7069.00,21298.00,8475.00,15631.00,6087.00,27595.00,9576.00,4808.00,7098.00,19336.00,22828.00,46575.00,13123.00,12650.00,34783.00,718.00,12029.00,10178.00,11792.00,12405.00,28367.00,33682.00,13565.00,2698.00,922.00,381.00,2365.00,1450.00,10559.00,3575.00,6524.00,13376.00,11478.00,50,51,67,21,61,77,64,95,88,96,96,68,92,75,80,80,78,66,63,54,110,97,50,79,87,65
07/1999,66.70,71151.10,1069.00,7153.00,2488.00,2960.00,333.00,1372.00,30590.00,146.00,120.00,51.00,22376.00,22943.00,112.40,33.40,5.80,6.70,6079.50,5.20,63646.10,30097.90,14101.50,6197.10,13249.60,3158.80,10090.80,7653.40,5645.30,14763.20,1757.30,233.00,26.40,2249.30,5574.60,2042.40,2031.50,504.30,1487.40,56924.20,56924.20,11840.00,11762.00,5540.00,18062.00,11268.00,15057.00,5495.00,31918.00,11088.00,3932.00,7496.00,19977.00,21958.00,44404.00,28215.00,12613.00,34824.00,743.00,12671.00,9345.00,9580.00,27472.00,23602.00,37413.00,12791.00,2719.00,1301.00,466.00,1405.00,2321.00,8809.00,3952.00,5297.00,11544.00,9809.00,49,51,67,21,61,77,65,95,88,96,96,68,92,74,81,81,78,67,63,56,110,97,50,80,87,65
